gen,FIFO,LTP,STP,RRFIFO,RRLTP,RRECA
20,19764.50000000003,36155.464000000014,38473.812000000034,37593.88199999998,39693.168000000034,34986.00000000003
40,19764.50000000003,36155.464000000014,38473.812000000034,37598.36199999999,45751.45600000002,34986.00000000003
60,19242.900000000027,36155.464000000014,37749.52800000003,37326.96199999998,46477.450000000026,34986.00000000003
80,27783.20400000003,42819.136,44996.48200000004,35836.70999999998,45515.448000000026,39307.84200000003
100,27475.28400000003,41340.81600000001,43872.360000000044,35836.70999999998,45515.448000000026,37843.916000000005
