gen,FIFO,LTP,STP,RRFIFO,RRLTP,RRECA
20,17556.520000000015,34159.09400000005,34352.87000000001,45009.28400000001,32666.82200000001,42759.02400000001
40,17439.552000000018,33994.12400000005,34789.212000000014,40762.090000000004,32237.016000000014,42759.02400000001
60,19882.04800000001,33994.12400000005,41135.90000000001,40762.090000000004,32658.92000000001,42759.02400000001
80,16693.88800000002,33994.12400000005,34789.212000000014,40762.090000000004,37301.75200000001,42759.02400000001
100,22356.208000000024,35146.946000000054,35398.00000000002,43584.024000000005,38573.430000000015,44746.070000000014
