job,operation,machine,start,end,duration,energy
1,2,3,0.0,7.6,7.6,6.6
2,1,1,0.0,3.5,3.5,1.2
3,1,1,3.5,7.0,3.5,1.2
4,4,3,7.6,11.399999999999999,3.799999999999999,8.8
5,2,2,0.0,4.2,4.2,1.5
6,1,1,7.0,10.5,3.5,1.2
1,4,3,11.399999999999999,15.2,3.8000000000000007,8.8
2,3,4,3.5,10.2,6.699999999999999,1.7
3,2,4,10.2,19.2,9.0,3.5
4,5,1,11.399999999999999,15.2,3.8000000000000007,1.9
5,4,2,4.2,9.5,5.3,3.3
6,2,2,10.5,14.7,4.199999999999999,1.5
1,5,2,15.2,18.599999999999998,3.3999999999999986,5.9
2,5,4,19.2,22.8,3.6000000000000014,3.6
3,3,1,19.2,25.299999999999997,6.099999999999998,1.1
6,4,2,18.599999999999998,23.9,5.300000000000001,3.3
3,4,2,25.299999999999997,30.599999999999998,5.300000000000001,3.3
6,5,1,25.299999999999997,29.099999999999998,3.8000000000000007,1.9
3,5,1,30.599999999999998,34.4,3.8000000000000007,1.9
