job,operation,machine,start,end,duration,energy
3,1,3,0.0,2.5,2.5,3.5
6,1,1,0.0,3.5,3.5,1.2
2,1,1,3.5,7.0,3.5,1.2
1,2,3,2.5,10.1,7.6,6.6
5,2,4,0.0,9.0,9.0,3.5
4,4,2,0.0,5.3,5.3,3.3
3,2,2,5.3,9.5,4.2,1.5
6,2,2,9.5,13.7,4.199999999999999,1.5
2,3,4,9.0,15.7,6.699999999999999,1.7
1,4,1,10.1,14.899999999999999,4.799999999999999,7.8
5,4,2,13.7,19.0,5.300000000000001,3.3
4,5,4,15.7,19.3,3.6000000000000014,3.6
3,3,3,10.1,15.6,5.5,8.5
6,4,2,19.0,24.3,5.300000000000001,3.3
2,5,1,15.7,19.5,3.8000000000000007,1.9
1,5,4,19.3,22.900000000000002,3.6000000000000014,3.6
3,4,2,24.3,29.6,5.300000000000001,3.3
6,5,1,24.3,28.1,3.8000000000000007,1.9
3,5,1,29.6,33.4,3.799999999999997,1.9
