job,operation,machine,start,end,duration,energy
1,1,5,0.0,4.5,4.5,1.9
1,3,10,4.5,8.0,3.5,2.6
1,6,10,8.0,13.3,5.300000000000001,3.5
1,8,9,13.3,21.5,8.2,5.6
2,2,8,0.0,3.7,3.7,2.9
2,4,2,3.7,8.600000000000001,4.900000000000001,3.5
2,5,3,8.600000000000001,14.100000000000001,5.5,3.8
2,7,6,14.100000000000001,19.6,5.5,5.7
3,1,7,0.0,2.9,2.9,3.8
3,2,1,2.9,9.4,6.5,5.5
3,3,2,9.4,17.9,8.499999999999998,7.2
3,4,6,19.6,22.1,2.5,1.4
3,5,9,22.1,24.200000000000003,2.1000000000000014,1.5
3,6,3,24.200000000000003,32.400000000000006,8.200000000000003,6.4
3,7,3,32.400000000000006,36.300000000000004,3.8999999999999986,4.9
3,8,3,36.300000000000004,38.900000000000006,2.6000000000000014,1.7
4,5,8,3.7,8.9,5.2,4.1
4,6,2,17.9,24.2,6.300000000000001,9.7
4,7,8,24.2,31.1,6.900000000000002,7.5
4,8,5,31.1,36.0,4.899999999999999,6.0
5,1,4,0.0,7.2,7.2,6.2
5,2,1,9.4,15.9,6.5,5.5
5,4,10,15.9,22.5,6.6,7.2
6,3,10,22.5,26.0,3.5,2.6
6,5,5,36.0,39.8,3.799999999999997,2.7
6,7,5,39.8,46.0,6.200000000000003,8.1
7,2,6,22.1,26.5,4.399999999999999,4.2
7,6,8,31.1,35.6,4.5,4.9
7,8,8,35.6,38.9,3.299999999999997,2.2
8,1,1,15.9,20.1,4.200000000000001,2.1
8,4,1,20.1,25.8,5.699999999999999,9.4
8,5,9,25.8,27.900000000000002,2.1000000000000014,1.5
8,6,3,38.900000000000006,47.10000000000001,8.200000000000003,6.4
9,2,4,7.2,10.0,2.8,3.4
9,3,3,47.10000000000001,51.50000000000001,4.399999999999999,5.1
9,5,1,51.50000000000001,59.60000000000001,8.100000000000001,4.2
9,8,8,59.60000000000001,62.900000000000006,3.299999999999997,2.2
10,1,7,2.9,5.8,2.9,3.8
10,4,4,10.0,13.3,3.3000000000000007,2.1
10,7,2,24.2,32.0,7.800000000000001,2.5
