gen,FIFO,LTP,STP,RRFIFO,RRLTP,RRECA
20,5368.9879999999985,7885.601999999993,10322.064,10908.26,8721.856000000002,10621.233999999997
40,5216.067999999998,8262.32999999999,10432.086,10686.92,10402.13,10621.233999999997
60,5216.067999999998,8262.32999999999,10432.086,10686.92,10402.13,10621.233999999997
80,5216.067999999998,8262.32999999999,10432.086,10686.92,10402.13,10621.233999999997
100,5216.067999999998,8262.32999999999,10432.086,10686.92,10402.13,10621.233999999997
