gen,FIFO,LTP,STP,RRFIFO,RRLTP,RRECA
20,23944.270000000015,43938.50800000002,49079.59200000006,43390.808000000005,37800.44199999999,48602.15400000004
40,22743.918000000023,39836.56600000002,46070.49400000004,44652.568,38839.702000000005,47566.23400000004
60,19885.512000000024,39836.56600000002,45725.808000000034,48816.734000000004,51929.716000000015,45042.368000000024
80,19885.512000000024,39836.56600000002,45725.808000000034,45600.39799999999,56725.82600000002,45042.368000000024
100,19885.512000000024,40766.89000000002,45725.808000000034,44186.84799999999,55286.73000000002,45042.368000000024
