job,operation,machine,start,end,duration,energy
11,1,5,0.0,2.4,2.4,7.1
3,3,2,0.0,9.7,9.7,2.2
12,2,1,0.0,2.4,2.4,10.0
5,10,5,2.4,5.1,2.6999999999999997,7.2
9,3,3,0.0,8.5,8.5,3.1
2,2,5,5.1,12.5,7.4,2.8
4,1,1,2.4,6.800000000000001,4.4,7.5
1,1,3,8.5,16.1,7.600000000000001,1.7
8,1,3,16.1,23.700000000000003,7.600000000000001,1.7
10,9,5,12.5,15.8,3.3000000000000007,7.9
7,2,4,0.0,6.4,6.4,2.9
6,5,4,6.4,10.7,4.299999999999999,4.8
11,3,2,9.7,19.4,9.7,2.2
3,7,4,10.7,20.2,9.5,1.0
12,4,1,6.800000000000001,9.5,2.6999999999999993,6.8
5,11,3,23.700000000000003,33.2,9.5,2.9
9,4,5,15.8,19.400000000000002,3.6000000000000014,8.5
2,4,4,20.2,25.1,4.900000000000002,6.3
4,2,5,19.400000000000002,26.800000000000004,7.400000000000002,2.8
1,5,1,16.1,22.6,6.5,4.5
8,6,4,25.1,31.400000000000002,6.300000000000001,4.7
10,10,3,33.2,38.900000000000006,5.700000000000003,4.6
7,8,5,26.800000000000004,31.800000000000004,5.0,6.5
6,10,4,31.400000000000002,37.300000000000004,5.900000000000002,3.5
11,5,5,31.800000000000004,36.900000000000006,5.100000000000001,4.3
3,9,3,38.900000000000006,40.2,1.2999999999999972,8.4
12,6,1,22.6,30.700000000000003,8.100000000000001,1.0
5,12,2,33.2,35.0,1.7999999999999972,8.1
9,7,1,30.700000000000003,37.2,6.5,3.5
2,6,3,40.2,45.800000000000004,5.600000000000001,4.7
4,3,2,35.0,44.7,9.700000000000003,2.2
1,8,2,44.7,48.400000000000006,3.700000000000003,5.9
8,11,2,48.400000000000006,56.400000000000006,8.0,4.3
10,11,4,38.900000000000006,48.00000000000001,9.100000000000001,1.0
7,14,1,37.2,43.1,5.899999999999999,6.9
6,15,1,43.1,51.1,8.0,1.1
11,7,5,36.900000000000006,46.60000000000001,9.700000000000003,1.0
3,11,4,48.00000000000001,57.10000000000001,9.100000000000001,1.0
12,8,2,56.400000000000006,60.10000000000001,3.700000000000003,5.9
5,13,3,45.800000000000004,54.300000000000004,8.5,3.3
9,8,5,46.60000000000001,51.60000000000001,5.0,6.5
2,10,1,51.1,58.1,7.0,5.2
4,4,5,51.60000000000001,55.20000000000001,3.6000000000000014,8.5
1,12,4,57.10000000000001,58.50000000000001,1.3999999999999986,9.0
11,9,1,58.1,60.2,2.1000000000000014,10.0
3,13,3,57.10000000000001,65.60000000000001,8.5,3.3
12,10,4,60.10000000000001,66.00000000000001,5.900000000000006,3.5
5,14,5,55.20000000000001,65.10000000000001,9.899999999999999,1.0
9,12,1,60.2,69.5,9.299999999999997,1.4
2,14,5,65.10000000000001,75.00000000000001,9.900000000000006,1.0
4,5,4,66.00000000000001,70.30000000000001,4.299999999999997,4.8
11,11,2,60.2,68.2,8.0,4.3
3,15,1,69.5,77.5,8.0,1.1
12,12,3,66.00000000000001,68.80000000000001,2.799999999999997,6.7
5,15,4,70.30000000000001,78.60000000000001,8.299999999999997,1.0
9,15,1,77.5,85.5,8.0,1.1
11,13,3,68.80000000000001,77.30000000000001,8.5,3.3
12,14,4,78.60000000000001,80.30000000000001,1.7000000000000028,8.5
11,15,4,80.30000000000001,88.60000000000001,8.299999999999997,1.0
