job,operation,machine,start,end,duration,energy
11,1,5,0.0,2.4,2.4,7.1
3,3,2,0.0,9.7,9.7,2.2
12,2,1,0.0,2.4,2.4,10.0
5,10,5,2.4,5.1,2.6999999999999997,7.2
9,3,3,0.0,8.5,8.5,3.1
2,2,5,5.1,12.5,7.4,2.8
4,1,3,8.5,16.1,7.600000000000001,1.7
1,1,3,16.1,23.700000000000003,7.600000000000001,1.7
8,1,3,23.700000000000003,31.300000000000004,7.600000000000001,1.7
10,9,5,12.5,15.8,3.3000000000000007,7.9
7,2,4,0.0,6.4,6.4,2.9
6,5,4,6.4,10.7,4.299999999999999,4.8
11,3,2,9.7,19.4,9.7,2.2
3,7,4,10.7,20.2,9.5,1.0
12,4,1,2.4,5.1,2.6999999999999997,6.8
5,11,3,31.300000000000004,40.800000000000004,9.5,2.9
9,4,5,15.8,19.400000000000002,3.6000000000000014,8.5
2,4,4,20.2,25.1,4.900000000000002,6.3
4,2,5,19.400000000000002,26.800000000000004,7.400000000000002,2.8
1,5,1,23.700000000000003,30.200000000000003,6.5,4.5
8,6,4,31.300000000000004,37.6,6.299999999999997,4.7
10,10,3,40.800000000000004,46.50000000000001,5.700000000000003,4.6
7,8,5,26.800000000000004,31.800000000000004,5.0,6.5
6,10,4,37.6,43.5,5.899999999999999,3.5
11,5,5,31.800000000000004,36.900000000000006,5.100000000000001,4.3
3,9,3,46.50000000000001,47.800000000000004,1.2999999999999972,8.4
12,6,1,30.200000000000003,38.300000000000004,8.100000000000001,1.0
5,12,2,40.800000000000004,42.6,1.7999999999999972,8.1
9,7,1,38.300000000000004,44.800000000000004,6.5,3.5
2,6,3,47.800000000000004,53.400000000000006,5.600000000000001,4.7
4,3,2,42.6,52.3,9.699999999999996,2.2
1,8,2,52.3,56.0,3.700000000000003,5.9
8,11,2,56.0,64.0,8.0,4.3
10,11,4,46.50000000000001,55.60000000000001,9.100000000000001,1.0
7,14,1,44.800000000000004,50.7,5.899999999999999,6.9
6,15,1,50.7,58.7,8.0,1.1
11,7,5,36.900000000000006,46.60000000000001,9.700000000000003,1.0
3,11,4,55.60000000000001,64.7,9.099999999999994,1.0
12,8,2,64.0,67.7,3.700000000000003,5.9
5,13,3,53.400000000000006,61.900000000000006,8.5,3.3
9,8,5,46.60000000000001,51.60000000000001,5.0,6.5
2,10,1,58.7,65.7,7.0,5.2
4,4,5,52.3,55.9,3.6000000000000014,8.5
1,12,4,64.7,66.10000000000001,1.4000000000000057,9.0
11,9,1,65.7,67.8,2.0999999999999943,10.0
3,13,3,64.7,73.2,8.5,3.3
12,10,4,67.7,73.60000000000001,5.900000000000006,3.5
5,14,5,61.900000000000006,71.80000000000001,9.900000000000006,1.0
9,12,1,67.8,77.1,9.299999999999997,1.4
2,14,5,71.80000000000001,81.70000000000002,9.900000000000006,1.0
4,5,4,73.60000000000001,77.9,4.299999999999997,4.8
11,11,2,67.8,75.8,8.0,4.3
3,15,1,77.1,85.1,8.0,1.1
12,12,3,73.60000000000001,76.4,2.799999999999997,6.7
5,15,4,77.9,86.2,8.299999999999997,1.0
9,15,1,85.1,93.1,8.0,1.1
11,13,3,76.4,84.9,8.5,3.3
12,14,4,86.2,87.9,1.7000000000000028,8.5
11,15,5,84.9,92.30000000000001,7.400000000000006,2.7
