job,operation,machine,start,end,duration,energy
11,1,5,0.0,2.4,2.4,7.1
3,3,2,0.0,9.7,9.7,2.2
12,2,1,0.0,2.4,2.4,10.0
5,10,5,2.4,5.1,2.6999999999999997,7.2
9,3,3,0.0,8.5,8.5,3.1
2,2,5,5.1,12.5,7.4,2.8
4,1,1,2.4,6.800000000000001,4.4,7.5
1,1,3,8.5,16.1,7.600000000000001,1.7
8,1,5,12.5,14.9,2.4000000000000004,7.1
10,9,5,14.9,18.2,3.299999999999999,7.9
7,2,4,0.0,6.4,6.4,2.9
6,5,4,6.4,10.7,4.299999999999999,4.8
11,3,2,9.7,19.4,9.7,2.2
3,7,4,10.7,20.2,9.5,1.0
12,4,1,6.800000000000001,9.5,2.6999999999999993,6.8
5,11,3,16.1,25.6,9.5,2.9
9,4,5,18.2,21.8,3.6000000000000014,8.5
2,4,4,20.2,25.1,4.900000000000002,6.3
4,2,5,21.8,29.200000000000003,7.400000000000002,2.8
1,5,3,25.6,29.200000000000003,3.6000000000000014,7.1
8,6,4,25.1,31.400000000000002,6.300000000000001,4.7
10,10,3,29.200000000000003,34.900000000000006,5.700000000000003,4.6
7,8,5,29.200000000000003,34.2,5.0,6.5
6,10,4,31.400000000000002,37.300000000000004,5.900000000000002,3.5
11,5,5,34.2,39.300000000000004,5.100000000000001,4.3
3,9,3,34.900000000000006,36.2,1.2999999999999972,8.4
12,6,1,9.5,17.6,8.100000000000001,1.0
5,12,2,25.6,27.400000000000002,1.8000000000000007,8.1
9,7,1,21.8,28.3,6.5,3.5
2,6,3,36.2,41.800000000000004,5.600000000000001,4.7
4,3,2,29.200000000000003,38.900000000000006,9.700000000000003,2.2
1,8,2,38.900000000000006,42.60000000000001,3.700000000000003,5.9
8,11,2,42.60000000000001,50.60000000000001,8.0,4.3
10,11,4,37.300000000000004,46.400000000000006,9.100000000000001,1.0
7,14,1,34.2,40.1,5.899999999999999,6.9
6,15,1,40.1,48.1,8.0,1.1
11,7,5,39.300000000000004,49.0,9.699999999999996,1.0
3,11,4,46.400000000000006,55.50000000000001,9.100000000000001,1.0
12,8,2,50.60000000000001,54.30000000000001,3.700000000000003,5.9
5,13,3,41.800000000000004,50.300000000000004,8.5,3.3
9,8,5,49.0,54.0,5.0,6.5
2,10,1,48.1,55.1,7.0,5.2
4,4,3,50.300000000000004,56.00000000000001,5.700000000000003,6.3
1,12,4,55.50000000000001,56.900000000000006,1.3999999999999986,9.0
11,9,1,55.1,57.2,2.1000000000000014,10.0
3,13,3,56.00000000000001,64.5,8.499999999999993,3.3
12,10,4,56.900000000000006,62.800000000000004,5.899999999999999,3.5
5,14,5,54.0,63.9,9.899999999999999,1.0
9,12,1,57.2,66.5,9.299999999999997,1.4
2,14,5,63.9,73.8,9.899999999999999,1.0
4,5,4,62.800000000000004,67.10000000000001,4.300000000000004,4.8
11,11,2,57.2,65.2,8.0,4.3
3,15,1,66.5,74.5,8.0,1.1
12,12,3,64.5,67.3,2.799999999999997,6.7
5,15,4,67.10000000000001,75.4,8.299999999999997,1.0
9,15,1,74.5,82.5,8.0,1.1
11,13,3,67.3,75.8,8.5,3.3
12,14,4,75.4,77.10000000000001,1.7000000000000028,8.5
11,15,4,77.10000000000001,85.4,8.299999999999997,1.0
