job,operation,machine,start,end,duration,energy
11,11,4,0.0,9.1,9.1,1.0
10,11,4,9.1,18.2,9.1,1.0
8,11,4,18.2,27.299999999999997,9.099999999999998,1.0
5,11,2,0.0,8.0,8.0,4.3
3,11,1,0.0,9.7,9.7,1.0
11,1,3,9.1,16.7,7.6,1.7
8,1,2,27.299999999999997,36.9,9.600000000000001,2.5
4,1,3,16.7,24.299999999999997,7.599999999999998,1.7
1,1,3,24.299999999999997,31.9,7.600000000000001,1.7
11,7,1,16.7,23.2,6.5,3.5
9,7,4,27.299999999999997,36.8,9.5,1.0
3,7,1,23.2,29.7,6.5,3.5
12,14,2,36.9,39.199999999999996,2.299999999999997,7.7
7,14,5,0.0,9.9,9.9,1.0
5,14,5,9.9,19.8,9.9,1.0
2,14,5,19.8,29.700000000000003,9.900000000000002,1.0
11,15,1,29.7,37.7,8.000000000000004,1.1
9,15,1,37.7,45.7,8.0,1.1
6,15,3,31.9,32.9,1.0,10.0
5,15,5,29.700000000000003,37.1,7.399999999999999,2.7
3,15,5,37.1,44.5,7.399999999999999,2.7
12,2,3,39.199999999999996,48.0,8.800000000000004,1.5
7,2,1,45.7,48.1,2.3999999999999986,10.0
4,2,3,48.0,56.8,8.799999999999997,1.5
2,2,5,44.5,51.9,7.399999999999999,2.8
12,8,5,51.9,56.9,5.0,6.5
9,8,4,45.7,52.900000000000006,7.200000000000003,5.0
7,8,5,56.9,61.9,5.0,6.5
1,8,5,61.9,66.9,5.000000000000007,6.5
12,10,4,56.9,62.8,5.899999999999999,3.5
10,10,1,48.1,55.1,7.0,5.2
6,10,3,56.8,62.5,5.700000000000003,4.6
5,10,4,62.8,68.7,5.900000000000006,3.5
2,10,1,55.1,62.1,7.0,5.2
11,3,1,62.1,63.300000000000004,1.2000000000000028,9.1
9,3,1,63.300000000000004,64.5,1.1999999999999957,9.1
4,3,5,66.9,69.5,2.5999999999999943,8.3
3,3,3,62.5,71.0,8.5,3.1
12,6,1,64.5,72.6,8.099999999999994,1.0
8,6,3,71.0,76.6,5.599999999999994,4.7
2,6,1,72.6,80.69999999999999,8.099999999999994,1.0
11,13,3,76.6,85.1,8.5,3.3
5,13,1,80.69999999999999,85.19999999999999,4.5,5.8
3,13,1,85.19999999999999,89.69999999999999,4.5,5.8
11,5,4,85.1,89.39999999999999,4.299999999999997,4.8
6,5,5,69.5,74.6,5.099999999999994,4.3
4,5,1,89.69999999999999,96.19999999999999,6.5,4.5
1,5,1,96.19999999999999,102.69999999999999,6.5,4.5
11,9,3,89.39999999999999,90.69999999999999,1.2999999999999972,8.4
10,9,3,90.69999999999999,91.99999999999999,1.2999999999999972,8.4
3,9,3,91.99999999999999,93.29999999999998,1.2999999999999972,8.4
12,4,3,93.29999999999998,98.99999999999999,5.700000000000003,6.3
9,4,4,89.39999999999999,94.3,4.900000000000006,6.3
4,4,3,98.99999999999999,104.69999999999999,5.700000000000003,6.3
2,4,3,104.69999999999999,110.39999999999999,5.700000000000003,6.3
12,12,1,102.69999999999999,111.99999999999999,9.299999999999997,1.4
9,12,5,94.3,98.2,3.9000000000000057,8.9
5,12,4,94.3,95.7,1.4000000000000057,9.0
1,12,3,110.39999999999999,113.19999999999999,2.799999999999997,6.7
