job,operation,machine,start,end,duration,energy
1,5,1,0.0,3.8,3.8,1.9
2,5,1,3.8,7.6,3.8,1.9
3,5,1,7.6,11.399999999999999,3.799999999999999,1.9
4,5,1,11.399999999999999,15.2,3.8000000000000007,1.9
6,5,4,0.0,3.6,3.6,3.6
1,4,1,15.2,20.0,4.800000000000001,7.8
3,4,4,11.399999999999999,16.099999999999998,4.699999999999999,9.7
4,4,2,15.2,20.5,5.300000000000001,3.3
5,4,2,20.5,25.8,5.300000000000001,3.3
6,4,2,25.8,31.1,5.300000000000001,3.3
2,1,3,7.6,10.1,2.5,3.5
3,1,1,20.0,23.5,3.5,1.2
6,1,1,31.1,34.6,3.5,1.2
2,3,4,16.099999999999998,22.799999999999997,6.699999999999999,1.7
3,3,4,23.5,30.2,6.699999999999999,1.7
1,2,4,30.2,39.2,9.000000000000004,3.5
3,2,2,31.1,35.300000000000004,4.200000000000003,1.5
5,2,2,35.300000000000004,39.50000000000001,4.200000000000003,1.5
6,2,1,34.6,40.1,5.5,7.5
